,tweetID,text

Vines now work correctly
































Drip particles no longer have a black outline
































Made terrain rebuilding more stable"

25,1117911172349476865,Bus rapid transit chosen over light rail for Maryland Parkway in Las Vegas https://t.co/YpE4iunLPW

26,1117910629145141250,"@spsullivan Who Turns up On trains and buses and light rail like a bad penny - tell your wife to read your articles-more meat, more filling."

27,1117910607817101315,@Transport_CBR @actgovernment That’s good to know! Also I was really pleased to read about the 100k celebration party when my toddler had a 4 hour wait in Canberra hospital . Oh I’m still never going to use light rail as it services one area of Canberra; absolutely thrilled for the rate increase

28,1117910554549481472,"In the center of everything! Central Phoenix for out of towners for business, light rail riders, doctors, artists, &amp;anything w/ great vibes! https://t.co/0UbzeJRoEC"

29,1117910484735287297,"Businesses moving closer to the light rail. via @EvanstheAirwave 
































https://t.co/WWkxJlPX7X"

30,1117910451155873792,"South Phoenix light rail extension gets federal approval, access to funds https://t.co/kGCfXwN501"

31,1117909641084620802,"@ben_wyndham @Kevinandersonmp @A_J_Marshall A bit like the light rail near Moore Park, replace trees at a ratio of 10:1 but that doesn’t fit the narrative. Pays to not just believe one comment without checking facts."

32,1117907967548858368,#Update on @valleymetro South Central Extension: Federal Transit Administration gave the green light Thursday 4/11 for the project to enter the Engineering phase. #dtphx Read more: https://t.co/fuatni6ZXS

33,1117905262927417344,"I'll have it online in a week from tomorrow ill 🐝 in the light rail straight up asks me ""Can ya buy me a burger?"""

34,1117904251949182977,Colliers International ACT CEO says businesses are relocating closer to light rail. https://t.co/pf59IRgGa3

35,1117903649806737408,"I have been riding this light rail line since 2008 to one of my jobs in Bloomington. I was liberated as a ""free"" person in 2008. I gained 100lbs during this liberation.  If I wanted to be free I was forced to take a medication."

36,1117901353232154624,"4-story urban townhomes with private rooftop terrace &amp; attached garage in South End walkable to the light rail, restaurants &amp; more #tremountsquare #CLTrealestate @RyanHomes1948 https://t.co/S82eRSceUj"

37,1117901277747224577,"@karentraviss It's outrageous how no one's about faced on it. We have so much light rail and regenerative energy tech. The tram train wheel profile in Sheffield was pioneered by @HuddersfieldUni, it would be very easy to propagate along West Riding with recent report on electrification costs."

38,1117900774183301120,"Canberra Now: Businesses move closer to the light rail, school cleaning brought in house, and units planned for Stuart Flats revamp
































https://t.co/nLv1SFRyCT"

39,1117898604461477888,"@ne0liberal Houston's light rail has a horn for specific situations and a high-pitched-but sonorous electronic beep.

































































If I could distinguish between situations called for which sound I'd say it was a great idea."

40,1117897900325912576,South Central light rail project clears key hurdle https://t.co/xRL2NjNKhE #Phoenix

41,1117894698776109056,Can’t believe it’s already been a week! This time last week we were just board the light rail @ehlert_zac #finalfour2019 #NCAAChampionship

42,1117893243985965058,"Tukwila Light Rail Station, the art the rail line is very cool @ Tukwila International Boulevard station https://t.co/msr1FfdOtb"

43,1117892786664042496,"Canberrans enjoying the Light Rail Community Launch Day on Saturday 20 April will be supported by road closures to allow safe queuing and entertainment in the City and Gungahlin Town Centre. 

































































Check the link for all the details. https://t.co/YOVcrteEl0"

44,1117888387698970624,"@taradublinrocks Made too little money, but what I didn't pay out in Fed &amp; state taxes I got nailed with Metro Transit tax. Love how a poor home-based worker gets to pay for light rail for all those people who move to Portland without jobs and them whine about the cost of living here."

45,1117887025728765953,And they are all near current or future billion dollar @SoundTransit light rail infrastructure! https://t.co/iyU6laIu3j

46,1117885923931242496,@Schrinner @ryansrumblings @CrJaredCassidy @CrKaraCook @jonathan_sri This should end once and for all the belief that #Bne roads are too narrow for light rail!!! https://t.co/GENrg2unq5

47,1117885304046784514,.@mickakers: @RTCSNV made the right choice derailing light rail for Maryland Parkway→https://t.co/5pIIWFCJ7T https://t.co/9O48yMM12j

48,1117884601009983488,@c2c_Rail car 74085  light cover by toilet is hanging off.

49,1117883623883939840,"We're proud to work with @valleymetro for their Alert Valley Metro app, and to be a part of their ""Respect the Ride"" campaign. Video: The Light Rail: Not “Railly” Dangerous https://t.co/Slz4uJVrHH #transit #transportation #safety #security https://t.co/3JcSlgl8GW"

50,1117882959103578113,@alexschief @robert_the_red Did you go immediately to the light rail station when the game ended and if so did you have to wait a while to get on a train? Need to get to downtown MPLS after the DC game and have a time crunch so wondering how doable this will be.

51,1117881978114547713,@drvox Oregon has tried to get WA(Vancouver) to help pay for light rail multiple times and they refuse. Most if the traffic is WA residents that work and shop in Oregon.

52,1117878520074526720,Snapping your curtain rail down by trying to close them 😭😭 going to be woken up when it gets light at 5ish 😭😔

53,1117875635186094080,"@marynewsom @CATSRideTransit Exactly.  Light rail is competing with decades of planning and billions of dollars of subsidization of free roads and cheap parking for cars.
































Also transit fares add to the cost burden of our housing crisis."

54,1117874301560999936,"@joeflood What design solutions are being floated? I agree H Street is a total mess but I’m struggling to envision a remedy that works for everyone. Our light rail in Houston presented similar challenges. Best advice was just to avoid those streets when possible 🤷‍♀️ 
































Cc @RobbDooling"

55,1117869330178252800,"Construction of new light rail between #Helsinki and #Espoo can start. City Government of Espoo approved the funding of Raide Jokeri Line.
































@TramWorld #Lightrail #Tramway #railway 

































































https://t.co/8KxEtSg9BR?"

56,1117867993008984064,"Port Authority's administrative offices and the Downtown Service Center will be closed on Friday, April 19,2019, in observance of Good Friday. Bus and light rail services will operate on regular weekday service. Customer Service will be available 6a-7p at (412)442-2000."

57,1117867664196505600,UPDATE: Newark Light Rail: Washington Street Station - Inbound Elevator Returned to Service - Effective Immediately https://t.co/AQkkjrzi2j

58,1117866720276942848,"@jcaroccio Hi, Jennifer, our policy is service animals accompanying customers with disabilities or their trainers, police dogs, and small pets in carry-on travel cages are allowed on-board NJ TRANSIT trains, buses, and light rail vehicles! -DJ"

59,1117865259228753920,"If passed, the Building a Better Phoenix Initiative would halt all light-rail spending and cancel all light-rail projects approved by voters in 2015. https://t.co/ThMn5lKUOK"

60,1117865181655080960,#Link Light Rail seems to be having a lot of trouble lately.

61,1117862111814639618,One of my lunchtime nerd herd girls got harassed on the PHX light rail on her way home from work last night and a good man who saw it got off at her stop with her and walked her home. Thanking the universe for the good guys.

62,1117858397989363712,"@SamBassUSAF @SoSAmerica2019 @_waleedshahid Well yeah, light rail and high speed rail run off the grid. Busses would need batteries but not nearly as much power as the other two. Renewable energy is incredibly powerful and efficient, moreso than conventional plants, and even pays for itself."

63,1117857719506145280,Sound Transit's Federal Way light-rail extension clears key hurdle toward federal grant #rail @SoundTransit https://t.co/3D1ThtJhsy

64,1117857412122198016,"The first time I visited Notre Dame was in '94. We stopped in Paris at the end of an inter-rail. We were surprised to find it so dark inside, but then we agreed that is was a ""colorful kind of dark"" because of all the glass windows reflecting light like a kaleidoscope... :("

65,1117855810351136768,@SamBassUSAF @SoSAmerica2019 @_waleedshahid people are going to drive electric vehicles IF they continue to drive. With high quality publicly funded high speed rail and public transit such as light rail and electric busses about half the country wont need to drive anymore.

66,1117855023398936578,"@GrantRStevens @StreetsblogDen @kalyn4mayor Oof. Kalyn rides the bus and light rail every day &amp; navigates our neighborhoods in ways her able-bodied challengers can’t. She would love to talk about access and accessibility, as that is at the core of her platform!"

67,1117854398586077184,"Rode through Battersea today towards Lavender Hill.. loved the bends , the underpass of two rail bridges.. road seemed smooth for a while before the cracks made themselves present. Gear change was slick... plenty of Power and speed. Traffic was light. One or two good drivers."

68,1117851848310808582,"@AlMadrona3 @SenatorCantwell I pay the same-I'm in Kirkland but have zero plans to ride the light rail I'm shelling out for. I need my car for work. This needs to be paid for by the people who may use it, as in apartment dwellers, renters, singles, childless individuals, and corporations."

69,1117851021819043840,"Phoenix voters could kill light rail to these 6 neighborhoods https://t.co/8P0VUJCcBJ via @azcentral If PHX didn't have such poor street conditions, I wouldn't have a problem with light rail."

70,1117850269096669184,"@SenatorCantwell And those of us who need our cars, for work, or for parents who have to pack the car with kids and groceries, light rail doesn't help. Established light rail routes are only full for sporting events. This is a lot of money for a suburban population who will likely not use it."

71,1117850151362547712,"New Phoenix light-rail stop a model for people with disabilities

































































""A new light-rail stop being unveiled next week is a first for Phoenix: It's designed specifically for people with disabilities and could become a national model.""

































































https://t.co/Lxclbq5mKy https://t.co/TllngqSN4t"

72,1117849076232380421,Police caught Aranda on a light rail train at the mall waiting for it to leave. They said he admitted throwing the child from the balcony and said he had come to the mall a day earlier seeking to kill someone but it did not “work out.” https://t.co/w8XmYRy9EM

73,1117846966493302789,"F traffic, this is why I like the light rail 🥺"

74,1117846537285951494,"Also, the light rail and dozens of buses go within blocks of City Hall! https://t.co/RMDdtX5WdC"

75,1117845978994708481,"Haha, so apparently, my site didn't work the first time, sorry about that. So, here is my analysis of @valleymetro for those who want to see it:

































































https://t.co/PngMbNbqtg"

76,1117843450647306240,@NoSpandexReq ‘You must be at least oviraptor tall to ride the light rail’

77,1117843032672538624,"What is the T? The T is a 26.2-mile light rail system that runs from the North Shore and Downtown Pittsburgh through Pittsburgh's southern neighborhoods and many South Hills suburbs. 
































^J.D."

78,1117841879415033858,There's light (rail) at the end of the tunnel! :-) https://t.co/Aa4PsD0oGT

79,1117841028004896771,"The Light Rail is an easy alternative for getting around the city! With trains arriving every 15 minutes, you’ll get where you want to go in a flash! #lightrail #minneapolis #canopybyyou https://t.co/scFckAweeT"

80,1117840004699439113,Visiting or just moved into #SiliconValley ? Here's your guide to riding @VTA buses/light rail for the very first time. Info: https://t.co/XYYIHSVWja

81,1117838642926452736,The third @yourcanarywharf piano on the Cross rail Place roof garden is in such a gorgeous setting. The light on the piano danced when I played. I can imagine they will look amazing in the dark! #canarywharfpiano https://t.co/bK7JYbbhSb

82,1117837603544412160,The City Board of Espoo approved the budget for the Jokeri Light Rail today https://t.co/mjuJth8U9b

83,1117837564868620288,"@lissainthezone @KateWGallego Light rail has been a huge benefit for residents and small biz in Mesa! We've seen more investment in business in downtown Mesa, people moving faster to work, and more. Compared to the 10 years prior to light rail, Main Street is doing much, much better."

84,1117837330830614528,"This guy was pulled over on the side of the road while I was walking to the light rail and he said he saw me walking so he stopped to ask for my number 

































































It’s too early for this"

85,1117836936813662209,#AvisonYoung Connect #Arizona - South #Phoenix Light Rail Extension Gets Federal Approval plus more #CRE #news - https://t.co/QIwpcSRIZR

86,1117836912624975877,"@KateWGallego Light rail has been one of the best investments in the county in the last 20 years. More people able to move faster for work and opportunity. Ridership way above projections, lessens congestion, and fuels econ. Dev., reduces car crashes and pollution. Win-win-win"

87,1117836217071165441,@Irishenanigoats @HardyWallbanger Omaha population density/distribution is horrible for light rail anyway.

88,1117836133172297733,VTA new budget has $2.5 M slated for SR85 guideway engineering. Recent study indicates little value for fixed-guideway.   When will spending plans change? https://t.co/OChVJosia4

89,1117832931714699264,"Just a reminder, Port Authority bus, light rail and incline service operates on holiday schedules on the following days: New Year's Day, Memorial Day, Independence Day, Labor Day, Thanksgiving, and Christmas Day. 
































^J.D."

90,1117832836684427265,or we could not half ass it and do a light rail system throughout the city... https://t.co/SWYC8X7XUC

91,1117831083737919489,This boy really messaged me on grindr as he was sitting diagonal from me on the light rail.... Marty I’m scared.

92,1117831028154851328,I never noticed the growth chart at the RB Light rail https://t.co/qbA5yOVGlr

93,1117829592784486400,"@StardustEtoile @ncpirg Where is @ncpirg and @NCPIRG_UNC with the smear campaign about how @DukeU decided to fuck over the entire Triangle by scuttling the light rail project?

































































Yeah. https://t.co/xiMTSQVOdG"

94,1117828689213833225,RTC made right choice derailing light rail for Maryland Parkway https://t.co/dQcp5SWuLF #vegas #lightrail #masstransit #RJRoadWarrior https://t.co/87Xu0s2boi

95,1117828168457625606,"@flrdgenius @Thom_Hartmann @PeteButtigieg You do have a point. He might have done better with a more cooperative Congress (for the last 6 years of his Admin), but even so, he didn't exactly rail against Wall Street light @ewarren does.  I still like Bernie and Elizabeth in the primaries."

96,1117827426665496577,"If passed, the Building a Better Phoenix Initiative would halt all light-rail spending and cancel all light-rail projects approved by voters in 2015. 
































https://t.co/3v0M8EzJbj"

97,1117826703034933248,"It’s exciting to see the continued progress of this project – which will connect our neighborhoods, cut down on traffic and provide new, affordable transit options for folks throughout the South Sound community. https://t.co/4tWuMh67A8"

98,1117826329515151360,"@KNPRnews #stateofnevada #rtc I was suppprtive of light-rail on PKWY, but I think there r creative ways 2 make BRT + attractive for riders &amp; redevelopment. Look at places like Curitiba &amp; Quito which have made busses more attractive &amp; convenient. Make bus look different at least!"

99,1117825812361691143,"not to sound like a dick, but im a dick. i saw someone’s mans throw up on the light rail &amp; i was gonna offer him water but i only had red bull... &amp; i can’t just give random people my red bull ya feel? so i just watched him throw up. i’m going to hell but we been knew that."

100,1117825058880225281,@sincerelyayah &amp; I can’t even count how many times after this cancel ran Joel off the light rail 🗣😭 67 finally caught something on camera but forgot all the other times 61 had them running for they lives &amp; snitching to the cops 😭😂 https://t.co/5RXA6pIykr

101,1117824789807271936,This 'train' travels straight through the building. The Chinese call it the 'light rail'. https://t.co/ZKWyLoyfZP

102,1117824705510223873,"@Nathan46704064 @stevenally @OliverWest100 @AndrewYang Yes, they were, but much of the country was pre-car/ could be gotten there with infill development and using better transit along the routes that were made car-centric (Eg dropping Bus Rapid Transit or light rail along major commuting routes and charging tolls to incent change)"

103,1117824134073872387,"PRAISE THE LORD.

































































Keep this disaster out of PV

































































https://t.co/Ek9co1Os2l

































































@Sal_DiCiccio"

104,1117823450880458755,"I’m glad to see that Medium Armenia will be receiving its own Metro line in my lifetime. 

































































In addition to the Pasadena-North Hollywood bus rapid transit line, also being studied is a light rail line from Downtown to Burbank, also via Glendale. https://t.co/DZkbKrUjBi"

105,1117822201397297154,@cbekius @TropicSoundInWA That’s a torta. It’s delicious and you need one. The closest Tacos Chukis to you is off the beacon hill light rail station.

106,1117819932362678272,No fare: #LightRail plans for Maryland Parkway took a body blow last week but supporters have a new plan to restart the project: https://t.co/JUmGs1S0rk

107,1117819890897960960,"With your Ottawa and Gatineau public transit pass, you will have easy access to a multitude of events, art galleries and good restaurants in the region.😋 Once inaugurated, your uPass will also give you access to the Light Rail!🚇 https://t.co/jckyEIQhHr https://t.co/jCOdUcYshD"

108,1117819724052582401,@JohnGlennPhx How is the left misguided on light rail?

109,1117819124518752262,FTA authorizes Valley Metro to move into final design for South Central LRT extension.   https://t.co/neuFRkRfIe

110,1117818785648582656,@FOX9 someone hit by light rail at Snelling

111,1117818573148368896,@colliertimothy8 @MarcThorn1 @Ilhan I live 3 minutes from there..been there maybe 5 times in its 20 year existence. Thanks to light rail it's become a ghetto every weekend. Little Mogadishu..disgusting

112,1117816868931170304,This wasn't even the worst of it. I have the video where I tried to take my kid to his therapy sessions and the walk to light rail was impassable. Go ahead and complain about your access out of your driveway due to construction. Like you have to physically do anything. 🙄

113,1117816138732310529,Light rail plans for Maryland Parkway aren't necessarily dead. Supporters have a new plan to restart the project: https://t.co/pr5j8VMLF3

114,1117816112110915586,"I want to see mid-grade light-rail on Carling from Bronson to March, and the Churchill Avenue treatment on either edge.  If you can squeeze in a car lane, fine, but the speed limit needs to be 30. https://t.co/aOaaH2FSaK"

115,1117815685646700546,"this is the coolest thing! UW junior Kona Farry built a website, unveiled late last month, that lets #transit users track whereabouts of all the buses, ferries, streetcars, &amp; light rail trains in service in the #Seattle region. https://t.co/nPmYf9AOmg"

116,1117813239721734144,@mattyglesias I think they prefer the term Light Rail these days

117,1117812742717468672,"I’m a big fan of @RideUTA’s significant investments in commuter rail, light rail and buses. It’s a pleasant surprise to anyone making their first visit to Salt Lake City.  

































































UTA TRAX made for an easy trip from the airport on this soggy SLC day. https://t.co/IBSFo08f3D"

118,1117812386247798784,Why the heck they have these two cab Link light rail on rush hour runs! 🤷‍♂️ #SoundTransit

119,1117811132595445760,Phoenix's South Central light rail project clears key hurdle | @AZBigMedia – https://t.co/l2q9X7RwEJ #PHX #Arizona #AZ #transit #TOD

120,1117808937330364416,FTA allows Valley Metro to advance Phoenix light-rail extension https://t.co/BVHkhckK9G

121,1117808648695234561,"Brett came to us to help build up an all-weather Campeur into a do-it-all commuter, light tourer, and rail-trail crusher that exudes class with a splash of modern components. Jump over to blog for more photos, descriptions, and a complete build list: https://t.co/oL7GGdbpVa https://t.co/JpP7xwU13Q"

122,1117808393513627649,"Carbon price revenue has funded expansions of 17 municipal transit systems, including 15 new light rail vehicles in Calgary, and 28 new electric buses in Edmonton. And the largest off-grid solar project in an Indigenous community in Canada. #ableg https://t.co/1dBwgtTMk5"

123,1117808269572169731,"They should call the new provincial light rail route ""The Ontario Proud Line"""

124,1117808177515511808,"@lmburr We could have 35,000 light rail passengers a day on Guad/Lamar. Why waste time and money on BRT? Just build what you need."

125,1117807471047766018,Brisk morning meeting and greeting Aurorans as they headed in to work on light rail. Here’s wishing everyone a great week! #motivationmonday #frazierforauroramayor https://t.co/OObdBETvoa

126,1117806949553147906,Brisk morning meeting and greeting Aurorans as they headed in to work on light rail. Here’s wishing everyone a great week! #motivationmonday #frazierforauroramayor @ Nine Mile station https://t.co/ak6y1rPYDa

127,1117805865023619072,#Phoenix voters could kill #lightrail to these 6 neighborhoods https://t.co/N4rSgAIR1t via @azcentral

128,1117804247846981632,"I think it rhymes with ""mecause bees a light rail"" https://t.co/bjjGFs9IvE"

129,1117804052920668165,"Share The Cities isn’t the reason that golf course will get rezoned one day for housing, shops &amp; equitable diversely utilized public green spaces. It’s cuz @SoundTransit decided to align light rail with a giant golf course instead of commercial corridor on Lake City Way."

130,1117804032385359872,Your @VTA bus &amp; light rail guide to shopping centers &amp; malls throughout Santa Clara County - https://t.co/dWZG1DwnYg

131,1117804026320412672,Broad Support for West Seattle and Salmon Bay Light Rail Tunnels https://t.co/c38CDHN7nU

132,1117803475054710785,"point of Share The Cities outreach over last 8 months at Jackson Park was like 90% about future TOD amenities &amp; mobility &amp; access &amp; we had 1 golf course ? on our survey ... 162 acres between 2 light rail stops &amp; 1 use &amp; it’s not free, but privately managed public space... https://t.co/93ozZoxTHS"

133,1117798755326205952,"Finch West Light Rail Transit is a DBFM project. True or False: DBFM means Design, Build, Finance, Maintain?"

134,1117796820309151745,"@nataliesurely Fee for use also erases the argument that new public transport will displace cars. If you are paying for a car, the likelihood you decide that you are going to pay extra to use light rail or buses decreases. Fee for use only works when it saves time or money, aka NYC or DC."

135,1117795905405632517,"@Halichika @pIisetskyy Yes there’s trains called light rail A line , B line , and D line , and F line . Aurora aaah ! You’re close to me ! So okay there’s RTD buses that take just about anywhere I can link the website to help or google maps sometimes tells you exactly what buses to take  to navigate"

136,1117794094812680194,Phoenix voters could kill light rail to these 6 neighborhoods – AZCentral https://t.co/8PwTEKSwuT https://t.co/E3Vpgnk7Sa

137,1117793540501856256,"We're hiring! Open positions:

































































• GIS Specialist
































• Senior Engineer, QA, Rail Vehicles
































• Technical Trainer
































• Light Rail Transit Helper
































• Instructional Designer
































• and others

































































Apply: https://t.co/bnHUwEq4oc 

































































#MNjobs #TransportationJobs #GISjobs #EngineeringJobs @MetroTransitMN https://t.co/7sOGPx35Gb"

138,1117793502736158720,Why the eastbound light rail matters: took the busses to Bellevue today. Woke up at 5am. It’s now 7:15 and I’m still traveling.

139,1117792764576423937,"@alternativlogic @JLeiper Iirc they were never able to remove the minivan that was swallowed up in a sink hole next to the Rideau center.  Never mind that a tunnel was never required.
































For the record, I'm fine with the concept of light rail.  It could have been done differently and less expensively."

140,1117791458587828224,Fabrication is well and truly underway for 2 light rail crane systems for customers production facility!🧐👍🏻  #fabrication #lightrail #production #crane https://t.co/UadLmYfGf6

141,1117790769761251329,"WA is crazy.! House just OK'd a bill to eliminate All fossil fuels incl Natural Gas by 2045. I need to ask how homes will get new composition roofs? And Trains, light rail run on Solar? In Seattle.? Lookout IOWA, here comes WA Gov Inslee..."

142,1117790208072798210,Monday morning vibes: walking to the light rail to the beat of I’m coming out by Diana Ross

143,1117789674628685824,Opinion: Light rail foes are elated over a court ruling that keeps their initiative on the ballot. It masks a bigger question: Why is the measure even needed? https://t.co/fgRRpsxKKm

144,1117788994492932099,There’s a lot more parking available today than usual at my light rail station. Did something happen? What did I miss?

145,1117788585166458880,"Happy Monday, everyone!  

































































Trying to not let my allergies prevent me from biking/light rail to work! 

































































#bike2work https://t.co/VJ0Awvomqq"

146,1117786792973881345,@TMobileHelp @JohnLegere Any reason why between the Columbia City and Mt. Baker Light rail stops (on the light rail) service does not work or is degraded. Been noticing it for the past 3 months. Should be investigated 😊. #tmobile #Seattle https://t.co/S0d7glLidK
